Position,Player,Points,Salary,Team,Opp,Minutes,Stats,Date,Started,Home.Away,TeamScore,OppScore,Win.Loss
SF,Terrence Ross,18.7,3500,tor,lal,22,  10pt 1rb 1as 2st 1bl 2trey 4-8fg 0-0ft,2015-03-27,Yes,Home,94,83,Win
PF,Udonis Haslem,18.6,3500,mia,atl,26,  6pt 8rb 2as 2-3fg 2-2ft,2015-03-27,Yes,Away,86,99,Loss
SF,Gerald Green,18.5,3500,pho,por,13,  12pt 5rb 1as 1to 2trey 4-9fg 2-3ft,2015-03-27,No,Home,81,87,Loss
PF,Ed Davis,17.9,5900,lal,tor,18,  8pt 7rb 1as 1bl 2to 3-6fg 2-2ft,2015-03-27,No,Away,83,94,Loss
SF,Al-Farouq Aminu,17.4,4200,dal,sas,21,  6pt 7rb 1st 1bl 1to 1trey 2-5fg 1-2ft,2015-03-27,No,Away,76,94,Loss
SF,Michael Beasley,17.1,3900,mia,atl,22,  9pt 3rb 3as 2bl 4to 4-6fg 1-2ft,2015-03-27,No,Away,86,99,Loss
PF,Zach Randolph,17.1,8000,mem,gsw,27,  10pt 3rb 3as 1st 3to 4-10fg 2-2ft,2015-03-27,Yes,Home,84,107,Loss
SF,Draymond Green,16.9,7600,gsw,mem,20,  10pt 2rb 3as 1st 2to 5-9fg 0-1ft,2015-03-27,Yes,Away,107,84,Win
PF,Andrew Nicholson,16.9,3600,orl,det,27,  10pt 2rb 3as 5-9fg 0-0ft,2015-03-27,Yes,Home,97,111,Loss
SF,Rasual Butler,16.8,3500,was,cha,26,  10pt 4rb 1bl 2trey 4-10fg 0-0ft,2015-03-27,No,Home,110,107,Win
SF,Hollis Thompson,16.5,3900,phi,lac,22,  10pt 3as 1st 4-7fg 2-2ft,2015-03-27,No,Home,98,119,Loss
PF,J.J. Hickson,16.1,3800,den,uta,22,  9pt 3rb 1as 1st 4-7fg 1-4ft,2015-03-27,No,Home,107,91,Win
SF,Harrison Barnes,16,4400,gsw,mem,24,  3pt 5rb 2as 2st 1trey 1-2fg 0-0ft,2015-03-27,Yes,Away,107,84,Win
PF,Mike Muscala,16,3500,atl,mia,22,  8pt 5rb 1st 1trey 3-7fg 1-2ft,2015-03-27,No,Home,99,86,Win
PF,Louis Amundson,15.3,4000,nyk,bos,21,  2pt 9rb 1as 1st 1to 1-6fg 0-2ft,2015-03-27,Yes,Home,92,96,Loss
SF,P.J. Tucker,15.2,5400,pho,por,37,  6pt 6rb 2st 2to 3-7fg 0-0ft,2015-03-27,Yes,Home,81,87,Loss
SF,Joe Ingles,15,3500,uta,den,30,  6pt 2as 2st 1bl 1trey 2-10fg 1-2ft,2015-03-27,Yes,Away,91,107,Loss
PF,Derrick Favors,14.5,7900,uta,den,19,  7pt 5rb 1as 2bl 4to 2-9fg 3-6ft,2015-03-27,Yes,Away,91,107,Loss
SF,Hedo Turkoglu,14.3,3500,lac,phi,14,  5pt 4rb 3as 1trey 2-4fg 0-0ft,2015-03-27,No,Away,119,98,Win
SF,Omri Casspi,14.2,3800,sac,nor,24,  10pt 1rb 2as 2trey 4-8fg 0-0ft,2015-03-27,Yes,Away,88,102,Loss
SF,Andre Iguodala,14.2,5100,gsw,mem,25,  3pt 6rb 2as 1st 1to 1trey 1-11fg 0-0ft,2015-03-27,No,Away,107,84,Win
PF,Jason Smith,14.1,3700,nyk,bos,12,  10pt 3rb 1as 1to 2trey 4-6fg 0-0ft,2015-03-27,No,Home,92,96,Loss
PF,Nene Hilario,14,4600,was,cha,20,  10pt 5rb 2to 5-9fg 0-2ft,2015-03-27,Yes,Home,110,107,Win
SF,Vince Carter,12.7,3700,mem,gsw,23,  2pt 6rb 1as 1st 1-4fg 0-0ft,2015-03-27,No,Home,84,107,Loss
SF,Lance Thomas,12.6,3800,nyk,bos,30,  6pt 3rb 2as 1st 2to 3-7fg 0-0ft,2015-03-27,Yes,Home,92,96,Loss
PF,Amare Stoudemire,12.6,3900,dal,sas,15,  8pt 3rb 1bl 1to 3-7fg 2-2ft,2015-03-27,No,Away,76,94,Loss
PF,David Lee,10.5,4500,gsw,mem,17,  6pt 1as 2st 1to 2-3fg 2-3ft,2015-03-27,No,Away,107,84,Win
PF,Kenneth Faried,10.3,7000,den,uta,17,  5pt 4rb 1as 1to 1-2fg 3-4ft,2015-03-27,Yes,Home,107,91,Win
PF,Ryan Kelly,10.2,3800,lal,tor,31,  7pt 1rb 1st 1trey 3-8fg 0-0ft,2015-03-27,Yes,Away,83,94,Loss
PF,Jonas Jerebko,10.1,3700,bos,nyk,14,  5pt 3rb 1as 1st 2to 1trey 2-5fg 0-0ft,2015-03-27,No,Away,96,92,Win
SF,Robert Covington,10.1,5200,phi,lac,24,  2pt 3rb 1as 2st 1to 0-4fg 2-2ft,2015-03-27,Yes,Home,98,119,Loss
PF,Jerami Grant,9.8,3500,phi,lac,23,  6pt 4rb 1st 3to 1trey 2-7fg 1-2ft,2015-03-27,Yes,Home,98,119,Loss
PF,Aaron Gordon,9.6,3500,orl,det,14,  4pt 3rb 2as 1to 2-4fg 0-0ft,2015-03-27,No,Home,97,111,Loss
PF,JaKarr Sampson,8.6,3500,phi,lac,15,  3pt 3rb 1st 1trey 1-9fg 0-0ft,2015-03-27,Yes,Home,98,119,Loss
PF,Charlie Villanueva,8.4,3500,dal,sas,4,  4pt 2rb 1bl 1-5fg 2-2ft,2015-03-27,No,Away,76,94,Loss
SF,James Ennis,8.2,3500,mia,atl,15,  8pt 1rb 1to 1trey 3-5fg 1-1ft,2015-03-27,No,Away,86,99,Loss
SF,Quincy Acy,7.9,3500,nyk,bos,13,  4pt 2rb 1as 2-4fg 0-0ft,2015-03-27,No,Home,92,96,Loss
PF,Kevin Seraphin,7.8,3700,was,cha,13,  2pt 4rb 1bl 1to 1-5fg 0-0ft,2015-03-27,No,Home,110,107,Win
SF,Jeremy Evans,7.4,3500,uta,den,12,  2pt 2rb 2as 0-0fg 2-2ft,2015-03-27,No,Away,91,107,Loss
SF,Caron Butler,7.2,3500,det,orl,19,  3pt 1rb 2as 1trey 1-2fg 0-0ft,2015-03-27,Yes,Away,111,97,Win
PF,James Michael McAdoo,6.4,3500,gsw,mem,3,  2pt 2rb 1st 1-2fg 0-1ft,2015-03-27,No,Away,107,84,Win
PF,Tyler Hansbrough,6.1,3500,tor,lal,15,  1pt 3rb 1as 0-2fg 1-2ft,2015-03-27,No,Home,94,83,Win
PF,Jason Thompson,6,4100,sac,nor,20,  0pt 5rb 0-0fg 0-0ft,2015-03-27,No,Away,88,102,Loss
PF,Thomas Robinson,5.6,4800,phi,lac,12,  2pt 3rb 0-5fg 2-6ft,2015-03-27,No,Home,98,119,Loss
PF,Glen Davis,5.4,3500,lac,phi,15,  4pt 2rb 1to 1-2fg 2-2ft,2015-03-27,No,Away,119,98,Win
PF,Marreese Speights,5.2,3700,gsw,mem,5,  2pt 1rb 1bl 1-4fg 0-0ft,2015-03-27,No,Away,107,84,Win
SF,Glenn Robinson III,4.6,3500,phi,lac,6,  2pt 3rb 1to 1-2fg 0-0ft,2015-03-27,No,Home,98,119,Loss
PF,Derrick Williams,4.5,3500,sac,nor,16,  3pt 1as 1trey 1-4fg 0-0ft,2015-03-27,No,Away,88,102,Loss
PF,Joffrey Lauvergne,3.6,3500,den,uta,13,  3pt 3rb 3to 0-1fg 3-4ft,2015-03-27,No,Home,107,91,Win
SF,James Jones,3.5,3500,cle,bkn,10,  3pt 1as 1to 1trey 1-4fg 0-0ft,2015-03-27,No,Away,98,99,Loss
PF,Furkan Aldemir,3.2,3500,phi,lac,12,  0pt 1rb 1st 0-0fg 0-2ft,2015-03-27,No,Home,98,119,Loss
SF,Jordan Hamilton,3,3500,lac,phi,11,  0pt 2as 0-1fg 0-0ft,2015-03-27,No,Away,119,98,Win
SF,Maurice Harkless,2.6,3500,orl,det,6,  0pt 3rb 1to 0-0fg 0-0ft,2015-03-27,No,Home,97,111,Loss
SF,Luigi Datome,2.4,3500,bos,nyk,5,  0pt 2rb 0-1fg 0-0ft,2015-03-27,No,Away,96,92,Win
PF,Channing Frye,2.1,3700,orl,det,9,  0pt 3rb 1as 3to 0-2fg 0-0ft,2015-03-27,No,Home,97,111,Loss
SF,Martell Webster,2,3500,was,cha,12,  2pt 0-4fg 2-4ft,2015-03-27,No,Home,110,107,Win
PF,Dwight Powell,2,3500,dal,sas,2,  2pt 1-2fg 0-0ft,2015-03-27,No,Away,76,94,Loss
SF,Richard Jefferson,1.7,3500,dal,sas,7,  0pt 1rb 1as 1to 0-2fg 0-0ft,2015-03-27,No,Away,76,94,Loss
SF,JaMychal Green,1.7,3500,mem,gsw,3,  0pt 1rb 1as 1to 0-0fg 0-0ft,2015-03-27,No,Home,84,107,Loss
SF,Austin Daye,1.2,3500,atl,mia,1,  0pt 1rb 0-0fg 0-0ft,2015-03-27,No,Home,99,86,Win
PF,Cory Jefferson,1.2,3500,bkn,cle,2,  0pt 1rb 0-1fg 0-0ft,2015-03-27,No,Home,99,98,Win
SF,Luke Babbitt,1.2,3500,nor,sac,2,  0pt 1rb 0-2fg 0-0ft,2015-03-27,No,Home,102,88,Win
SF,Jeffery Taylor,1,3500,cha,was,1,  1pt 0-0fg 1-2ft,2015-03-27,No,Away,107,110,Loss
PF,Jeff Ayres,0,3500,sas,dal,2,  0pt 0-0fg 0-0ft,2015-03-27,No,Home,94,76,Win
SF,K.J. McDaniels,0,3500,hou,min,2,  0pt 0-1fg 0-0ft,2015-03-27,No,Home,120,110,Win
PF,Jon Leuer,0,3500,mem,gsw,3,  0pt 0-1fg 0-0ft,2015-03-27,No,Home,84,107,Loss
SF,Justin Holiday,0,3800,gsw,mem,2,  0pt 0-1fg 0-0ft,2015-03-27,No,Away,107,84,Win
SF,Shawne Williams,0,3500,det,orl,6,  0pt 0-3fg 0-0ft,2015-03-27,No,Away,111,97,Win
PF,Reggie Evans,0,3500,sac,nor,5,  0pt 0-0fg 0-0ft,2015-03-27,No,Away,88,102,Loss
SF,Bruno Caboclo,-2,3500,tor,lal,1,  0pt 2to 0-0fg 0-0ft,2015-03-27,No,Home,94,83,Win
C,DeMarcus Cousins,71,11100,sac,nor,41,  39pt 20rb 2as 1st 3bl 3to 16-28fg 7-12ft,2015-03-27,Yes,Away,88,102,Loss
C,Marcin Gortat,45.7,6200,was,cha,44,  8pt 16rb 3as 3st 4bl 4-9fg 0-0ft,2015-03-27,Yes,Home,110,107,Win
C,DeAndre Jordan,45,9200,lac,phi,28,  17pt 20rb 2bl 6-10fg 5-17ft,2015-03-27,Yes,Away,119,98,Win
C,Al Jefferson,43,7600,cha,was,40,  31pt 10rb 14-24fg 3-3ft,2015-03-27,Yes,Away,107,110,Loss
C,Gorgui Dieng,42.4,6700,min,hou,38,  18pt 12rb 4as 1st 1bl 7-11fg 4-4ft,2015-03-27,Yes,Away,110,120,Loss
C,Nikola Vucevic,39.3,8000,orl,det,33,  20pt 14rb 1as 1bl 1to 10-18fg 0-0ft,2015-03-27,Yes,Home,97,111,Loss
C,Rudy Gobert,36.3,8500,uta,den,35,  14pt 14rb 3as 1bl 1to 5-7fg 4-4ft,2015-03-27,Yes,Away,91,107,Loss
C,Andre Drummond,31.8,9300,det,orl,28,  16pt 9rb 1st 2bl 1to 7-9fg 2-5ft,2015-03-27,Yes,Away,111,97,Win
C,Brook Lopez,28.8,7800,bkn,cle,38,  20pt 9rb 1st 4to 7-16fg 6-6ft,2015-03-27,Yes,Home,99,98,Win
C,Dwight Howard,28.8,7900,hou,min,20,  18pt 4rb 2st 1bl 8-9fg 2-4ft,2015-03-27,Yes,Home,120,110,Win
C,Tiago Splitter,27.9,4800,sas,dal,25,  13pt 7rb 3as 1st 1bl 2to 5-7fg 3-4ft,2015-03-27,Yes,Home,94,76,Win
C,Tyson Chandler,27.8,5400,dal,sas,30,  10pt 14rb 2as 2to 4-8fg 2-5ft,2015-03-27,Yes,Away,76,94,Loss
C,Jonas Valanciunas,27.4,6000,tor,lal,27,  19pt 7rb 1bl 2to 8-12fg 3-4ft,2015-03-27,Yes,Home,94,83,Win
C,Robin Lopez,25,5500,por,pho,29,  12pt 10rb 1st 1bl 3to 5-6fg 2-5ft,2015-03-27,Yes,Away,87,81,Win
C,Al Horford,23.6,7400,atl,mia,31,  15pt 3rb 4as 1bl 3to 7-9fg 1-2ft,2015-03-27,Yes,Home,99,86,Win
C,Robert Sacre,20.5,3500,lal,tor,24,  7pt 5rb 3as 1st 1bl 1to 2-7fg 3-4ft,2015-03-27,No,Away,83,94,Loss
C,Marc Gasol,19.5,7800,mem,gsw,29,  13pt 5rb 3as 4to 4-10fg 5-6ft,2015-03-27,Yes,Home,84,107,Loss
C,Omer Asik,18.4,5500,nor,sac,36,  4pt 12rb 1bl 2to 1-2fg 2-4ft,2015-03-27,Yes,Home,102,88,Win
C,Chris Kaman,18.2,4400,por,pho,18,  4pt 11rb 1st 1to 2-8fg 0-0ft,2015-03-27,No,Away,87,81,Win
C,Andrew Bogut,18.1,5300,gsw,mem,27,  2pt 8rb 3as 2st 2to 1-2fg 0-0ft,2015-03-27,Yes,Away,107,84,Win
C,Festus Ezeli,17.6,3500,gsw,mem,15,  4pt 8rb 2bl 1-4fg 2-2ft,2015-03-27,No,Away,107,84,Win
C,Alexis Ajinca,17.4,4900,nor,sac,12,  6pt 7rb 1st 1bl 1to 3-5fg 0-0ft,2015-03-27,No,Home,102,88,Win
C,Bismack Biyombo,17,3600,cha,was,18,  3pt 5rb 1st 4bl 2to 0-3fg 3-4ft,2015-03-27,No,Away,107,110,Loss
C,Spencer Hawes,16.1,3800,lac,phi,19,  7pt 8rb 1as 1st 4to 1trey 3-7fg 0-0ft,2015-03-27,No,Away,119,98,Win
C,Kosta Koufos,16,3500,mem,gsw,15,  9pt 5rb 1bl 1to 4-6fg 1-2ft,2015-03-27,No,Home,84,107,Loss
C,Joey Dorsey,13.3,3500,hou,min,17,  6pt 4rb 1as 1bl 1to 3-6fg 0-0ft,2015-03-27,No,Home,120,110,Win
C,Kelly Olynyk,13.3,4500,bos,nyk,17,  7pt 4rb 1as 1bl 2to 2-5fg 3-4ft,2015-03-27,No,Away,96,92,Win
C,Joel Anthony,12,3500,det,orl,20,  3pt 1st 4bl 1to 1-2fg 1-1ft,2015-03-27,No,Away,111,97,Win
C,Mason Plumlee,11.6,4300,bkn,cle,24,  2pt 8rb 1bl 2to 1-3fg 0-0ft,2015-03-27,Yes,Home,99,98,Win
C,Alex Len,11,4500,pho,por,30,  6pt 5rb 1to 3-5fg 0-0ft,2015-03-27,Yes,Home,81,87,Loss
C,Ekpe Udoh,7.4,3500,lac,phi,6,  4pt 2rb 1st 1to 2-2fg 0-0ft,2015-03-27,No,Away,119,98,Win
C,Timofey Mozgov,7,4900,cle,bkn,17,  2pt 5rb 1bl 3to 1-3fg 0-0ft,2015-03-27,Yes,Away,98,99,Loss
C,Justin Hamilton,6.7,5600,min,hou,10,  3pt 1rb 1as 1st 1to 1-3fg 1-2ft,2015-03-27,No,Away,110,120,Loss
C,Brandan Wright,6.4,5400,pho,por,18,  2pt 2rb 1bl 1-3fg 0-0ft,2015-03-27,No,Home,81,87,Loss
C,Jusuf Nurkic,4.6,4800,den,uta,11,  3pt 3rb 2to 1-3fg 1-2ft,2015-03-27,No,Home,107,91,Win
C,Jason Maxiell,4.4,3500,cha,was,14,  0pt 2rb 1st 0-2fg 0-3ft,2015-03-27,No,Away,107,110,Loss
C,Tyler Zeller,3.6,5000,bos,nyk,12,  2pt 3rb 2to 1-3fg 0-0ft,2015-03-27,Yes,Away,96,92,Win
C,Joel Freeland,2.7,4300,por,pho,7,  0pt 1rb 1as 0-0fg 0-0ft,2015-03-27,No,Away,87,81,Win
C,Matt Bonner,2.2,3500,sas,dal,3,  2pt 1rb 1to 1-1fg 0-0ft,2015-03-27,No,Home,94,76,Win
C,Bernard James,2,3500,dal,sas,2,  0pt 1st 0-0fg 0-0ft,2015-03-27,No,Away,76,94,Loss
C,Jack Cooley,2,3500,uta,den,6,  0pt 1st 0-0fg 0-0ft,2015-03-27,No,Away,91,107,Loss
C,Kendrick Perkins,-2,3500,cle,bkn,5,  0pt 2to 0-0fg 0-0ft,2015-03-27,No,Away,98,99,Loss
PG,Russell Westbrook,46.6,12800,okc,uta,41,  37pt 8rb 6as 9to 3trey 12-29fg 10-12ft,2015-03-28,Yes,Away,89,94,Loss
PG,Trey Burke,41.2,5300,uta,okc,33,  22pt 6rb 4as 4st 2to 1trey 8-23fg 5-7ft,2015-03-28,No,Home,94,89,Win
SG,Jimmy Butler,39.6,8400,chi,nyk,26,  18pt 3rb 4as 5st 1bl 5-9fg 8-8ft,2015-03-28,Yes,Home,111,80,Win
SG,Klay Thompson,37,6800,gsw,mil,34,  21pt 5rb 4as 2st 1bl 2to 3trey 8-17fg 2-2ft,2015-03-28,Yes,Away,108,95,Win
PG,Dennis Schroder,36.3,5300,atl,cha,25,  17pt 4rb 11as 2to 3trey 5-12fg 4-4ft,2015-03-28,Yes,Away,100,115,Loss
PG,Kemba Walker,35,7500,cha,atl,34,  21pt 5rb 6as 1to 1trey 7-19fg 6-7ft,2015-03-28,Yes,Home,115,100,Win
PG,Stephen Curry,34.8,10000,gsw,mil,30,  25pt 4rb 6as 1st 6to 6trey 8-13fg 3-3ft,2015-03-28,Yes,Away,108,95,Win
PG,Jameer Nelson,32.9,5300,den,por,25,  22pt 2rb 5as 1st 1to 4trey 9-18fg 0-0ft,2015-03-28,No,Away,114,120,Loss
SG,Kent Bazemore,29,4600,atl,cha,33,  20pt 5rb 2as 1st 2to 3trey 7-14fg 3-4ft,2015-03-28,Yes,Away,100,115,Loss
SG,Will Barton,27.9,5300,den,por,25,  12pt 7rb 3as 1st 1bl 1to 6-8fg 0-0ft,2015-03-28,No,Away,114,120,Loss
SG,Arron Afflalo,27,3800,por,den,29,  21pt 5rb 2st 4to 1trey 8-11fg 4-4ft,2015-03-28,Yes,Home,120,114,Win
SG,John Jenkins,25.7,3500,atl,cha,34,  16pt 1rb 3as 2st 3trey 6-12fg 1-2ft,2015-03-28,Yes,Away,100,115,Loss
PG,Damian Lillard,25.6,9000,por,den,30,  8pt 3rb 10as 1st 3to 4-11fg 0-0ft,2015-03-28,Yes,Home,120,114,Win
PG,Ty Lawson,23.7,7200,den,por,35,  13pt 1rb 7as 1st 3to 3-11fg 7-8ft,2015-03-28,Yes,Away,114,120,Loss
PG,Jerryd Bayless,23.7,4100,mil,gsw,27,  7pt 6rb 5as 2st 2to 2-8fg 3-3ft,2015-03-28,No,Home,95,108,Loss
PG,Aaron Brooks,22.7,6000,chi,nyk,26,  12pt 1rb 5as 1st 2trey 5-9fg 0-0ft,2015-03-28,Yes,Home,111,80,Win
PG,Maurice Williams,21.2,6600,cha,atl,22,  18pt 1rb 4as 4to 4trey 6-9fg 2-2ft,2015-03-28,No,Home,115,100,Win
PG,Langston Galloway,21,5900,nyk,chi,36,  12pt 5rb 2as 1trey 5-14fg 1-2ft,2015-03-28,Yes,Away,80,111,Loss
PG,Shane Larkin,20.4,4600,nyk,chi,31,  6pt 2rb 8as 2-8fg 2-2ft,2015-03-28,Yes,Away,80,111,Loss
SG,Anthony Morrow,19.8,4100,okc,uta,29,  12pt 4rb 2as 1bl 2to 2trey 3-5fg 4-4ft,2015-03-28,No,Away,89,94,Loss
SG,O.J. Mayo,18.9,4200,mil,gsw,20,  8pt 2rb 5as 1st 1to 1trey 2-6fg 3-3ft,2015-03-28,No,Home,95,108,Loss
SG,Tony Snell,18.7,4000,chi,nyk,24,  6pt 6rb 5as 2to 3-7fg 0-0ft,2015-03-28,No,Home,111,80,Win
SG,Randy Foye,18.5,4600,den,por,23,  17pt 1as 1st 2to 4trey 6-11fg 1-1ft,2015-03-28,Yes,Away,114,120,Loss
SG,P.J. Hairston,18.4,3500,cha,atl,20,  12pt 2rb 2st 2trey 4-4fg 2-2ft,2015-03-28,No,Home,115,100,Win
SG,Ricky Ledo,18.1,3700,nyk,chi,29,  11pt 3rb 1as 2st 2to 1trey 4-10fg 2-4ft,2015-03-28,No,Away,80,111,Loss
PG,Shaun Livingston,17.4,4100,gsw,mil,25,  4pt 2rb 8as 1to 2-5fg 0-0ft,2015-03-28,No,Away,108,95,Win
PG,Shelvin Mack,17.2,3500,atl,cha,26,  5pt 1rb 8as 1to 1trey 2-10fg 0-0ft,2015-03-28,No,Away,100,115,Loss
SG,Giannis Antetokounmpo,17.1,7500,mil,gsw,30,  12pt 3rb 1as 1st 2to 4-6fg 4-6ft,2015-03-28,Yes,Home,95,108,Loss
PG,Steve Blake,16.7,3500,por,den,18,  6pt 1rb 5as 2st 2to 2trey 2-5fg 0-0ft,2015-03-28,No,Home,120,114,Win
PG,Tyler Ennis,16.4,3500,mil,gsw,18,  5pt 2rb 4as 2st 1to 2-4fg 1-2ft,2015-03-28,No,Home,95,108,Loss
PG,Michael Carter-Williams,14.7,7100,mil,gsw,22,  8pt 1rb 3as 2st 3to 3-9fg 2-2ft,2015-03-28,Yes,Home,95,108,Loss
SG,C.J. McCollum,13.4,4600,por,den,19,  9pt 2rb 1st 1trey 4-6fg 0-0ft,2015-03-28,No,Home,120,114,Win
PG,D.J. Augustin,10.1,4600,okc,uta,29,  6pt 3rb 1as 1to 1trey 2-6fg 1-2ft,2015-03-28,No,Away,89,94,Loss
SG,Thabo Sefolosha,10,3500,atl,cha,23,  3pt 5rb 2as 2to 1trey 1-7fg 0-0ft,2015-03-28,No,Away,100,115,Loss
SG,Lance Stephenson,8.9,3700,cha,atl,8,  5pt 2rb 1as 2-5fg 1-2ft,2015-03-28,No,Home,115,100,Win
SG,Dion Waiters,8.4,4800,okc,uta,24,  3pt 2rb 2as 1st 2to 1-4fg 1-3ft,2015-03-28,Yes,Away,89,94,Loss
SG,Leandro Barbosa,8.1,3500,gsw,mil,14,  2pt 3rb 1as 1st 1to 1-2fg 0-0ft,2015-03-28,No,Away,108,95,Win
PG,Dante Exum,5.2,3500,uta,okc,19,  6pt 1rb 2to 2trey 2-8fg 0-0ft,2015-03-28,Yes,Home,94,89,Win
PG,Kirk Hinrich,4.5,3500,chi,nyk,21,  0pt 3as 0-2fg 0-0ft,2015-03-28,No,Home,111,80,Win
PG,E'Twaun Moore,4,3500,chi,nyk,8,  2pt 2as 1to 1-2fg 0-0ft,2015-03-28,No,Home,111,80,Win
SG,Gary Harris,4,3500,den,por,11,  2pt 1st 1-2fg 0-0ft,2015-03-28,No,Away,114,120,Loss
SG,Elijah Millsap,4,3700,uta,okc,6,  0pt 1st 1bl 0-2fg 0-0ft,2015-03-28,No,Home,94,89,Win
SG,Brandon Rush,2.4,3500,gsw,mil,18,  0pt 2rb 0-4fg 0-0ft,2015-03-28,No,Away,108,95,Win
PG,Brian Roberts,1.5,3500,cha,atl,4,  0pt 1as 0-0fg 0-0ft,2015-03-28,No,Home,115,100,Win
SG,Erick Green,0,3500,den,por,0,  0pt 0-1fg 0-0ft,2015-03-28,No,Away,114,120,Loss
PF,LaMarcus Aldridge,46.2,9400,por,den,35,  32pt 11rb 2as 2to 1trey 13-20fg 5-6ft,2015-03-28,Yes,Home,120,114,Win
PF,Mike Muscala,40,3500,atl,cha,34,  18pt 10rb 4as 1st 2bl 2to 2trey 7-13fg 2-2ft,2015-03-28,Yes,Away,100,115,Loss
PF,Pau Gasol,36.4,9000,chi,nyk,28,  19pt 12rb 4as 3to 8-15fg 3-5ft,2015-03-28,Yes,Home,111,80,Win
PF,Nikola Mirotic,36.2,7400,chi,nyk,26,  24pt 6rb 2as 1st 1bl 2to 3trey 8-15fg 5-6ft,2015-03-28,No,Home,111,80,Win
SF,Gordon Hayward,34.5,8000,uta,okc,38,  17pt 5rb 5as 2st 2bl 4to 4-16fg 9-12ft,2015-03-28,Yes,Home,94,89,Win
SF,Wilson Chandler,33.1,5900,den,por,39,  13pt 8rb 5as 2st 1to 1trey 5-12fg 2-2ft,2015-03-28,Yes,Away,114,120,Loss
PF,Marvin Williams,31.5,4200,cha,atl,36,  17pt 5rb 3as 2st 3trey 6-14fg 2-2ft,2015-03-28,Yes,Home,115,100,Win
SF,Gerald Henderson,31,5400,cha,atl,30,  20pt 5rb 4as 1to 2trey 9-10fg 0-0ft,2015-03-28,Yes,Home,115,100,Win
SF,Nicolas Batum,30.9,6800,por,den,37,  15pt 2rb 7as 2st 1to 3trey 6-8fg 0-0ft,2015-03-28,Yes,Home,120,114,Win
PF,John Henson,29,4500,mil,gsw,20,  8pt 10rb 1st 4bl 1to 3-9fg 2-4ft,2015-03-28,No,Home,95,108,Loss
PF,Kenneth Faried,27,6800,den,por,26,  14pt 10rb 1st 1to 3-10fg 8-9ft,2015-03-28,Yes,Away,114,120,Loss
PF,J.J. Hickson,25.6,3800,den,por,26,  9pt 8rb 2as 3st 2to 4-9fg 1-2ft,2015-03-28,Yes,Away,114,120,Loss
PF,Marreese Speights,23.9,3700,gsw,mil,20,  12pt 7rb 3as 1st 3to 5-11fg 2-2ft,2015-03-28,No,Away,108,95,Win
PF,Taj Gibson,23.8,4400,chi,nyk,24,  14pt 9rb 1bl 3to 6-8fg 2-2ft,2015-03-28,No,Home,111,80,Win
SF,Khris Middleton,22.9,6700,mil,gsw,27,  14pt 2rb 3as 2st 2to 5-14fg 4-4ft,2015-03-28,Yes,Home,95,108,Loss
SF,Jared Dudley,21,3800,mil,gsw,25,  13pt 5rb 2st 2to 1trey 6-10fg 0-0ft,2015-03-28,No,Home,95,108,Loss
PF,Andrea Bargnani,20.9,5500,nyk,chi,26,  14pt 7rb 1as 3to 7-15fg 0-0ft,2015-03-28,Yes,Away,80,111,Loss
PF,James Michael McAdoo,20.8,3500,gsw,mil,23,  12pt 4rb 3bl 2to 5-8fg 2-2ft,2015-03-28,No,Away,108,95,Win
PF,Elton Brand,20.7,3500,atl,cha,28,  9pt 6rb 1as 2bl 1to 4-8fg 1-2ft,2015-03-28,Yes,Away,100,115,Loss
SF,Harrison Barnes,20.2,4400,gsw,mil,26,  13pt 6rb 1st 2to 2trey 4-8fg 3-5ft,2015-03-28,Yes,Away,108,95,Win
PF,Ersan Ilyasova,19.9,6000,mil,gsw,23,  8pt 7rb 1as 1st 1-10fg 6-6ft,2015-03-28,Yes,Home,95,108,Loss
SF,Mike Dunleavy,19.5,4400,chi,nyk,26,  10pt 5rb 1as 1st 1trey 4-9fg 1-1ft,2015-03-28,Yes,Home,111,80,Win
SF,Cleanthony Early,17.7,3600,nyk,chi,18,  9pt 1rb 3as 2st 1to 1trey 3-6fg 2-2ft,2015-03-28,No,Away,80,111,Loss
PF,Trevor Booker,17.6,3500,uta,okc,33,  12pt 3rb 1st 1trey 4-9fg 3-5ft,2015-03-28,Yes,Home,94,89,Win
PF,David Lee,16.3,4500,gsw,mil,21,  12pt 4rb 1as 2to 6-8fg 0-0ft,2015-03-28,Yes,Away,108,95,Win
SF,Quincy Acy,16.1,3500,nyk,chi,12,  9pt 3rb 1as 1st 3-7fg 3-3ft,2015-03-28,No,Away,80,111,Loss
SF,Jeffery Taylor,14.4,3500,cha,atl,27,  9pt 2rb 2as 3-6fg 3-4ft,2015-03-28,Yes,Home,115,100,Win
SF,Rodney Hood,13.6,4500,uta,okc,29,  7pt 3rb 1st 1bl 1to 1trey 3-8fg 0-1ft,2015-03-28,Yes,Home,94,89,Win
SF,Austin Daye,12.9,3500,atl,cha,16,  9pt 2rb 1as 1trey 4-7fg 0-0ft,2015-03-28,No,Away,100,115,Loss
PF,Jason Smith,12,3900,nyk,chi,18,  2pt 5rb 2as 1bl 1to 0-4fg 2-2ft,2015-03-28,No,Away,80,111,Loss
SF,Dorell Wright,11.6,4400,por,den,20,  3pt 3rb 2as 1bl 1-5fg 1-2ft,2015-03-28,No,Home,120,114,Win
